subscription_id,customer_id,customer_name,plan_name,mrr_amount,previous_mrr,status,start_date,end_date
sub_00887,cus_0373,Roach Lee and Dennis,enterprise_plus,999,799,active,2020-09-02,
sub_00888,cus_0039,Camacho-Gregory,pro,299,499,active,2020-09-10,
sub_00889,cus_0234,Brown Ltd,pro,299,499,active,2020-09-29,
sub_00890,cus_0339,Barajas Gross and Craig,growth,499,299,active,2020-09-14,
sub_00891,cus_0070,Cooper PLC,growth,499,299,active,2020-09-02,
sub_00892,cus_0321,Russell-Alvarez,growth,499,299,active,2020-09-30,
sub_00893,cus_0252,Thomas Ltd,pro,299,99,active,2020-09-30,
sub_00894,cus_0099,Bender Inc,enterprise_plus,999,799,active,2020-09-05,
sub_00895,cus_0265,Foster Davis and Norris,enterprise,799,499,active,2020-09-04,
sub_00896,cus_0004,Morrow PLC,growth,499,799,active,2020-09-27,
sub_00897,cus_0127,Edwards-Diaz,enterprise,799,999,active,2020-09-27,
sub_00898,cus_0112,Grant Sanchez and Mcdonald,enterprise,799,499,active,2020-09-25,
sub_00899,cus_0347,Roberts Ltd,pro,299,499,active,2020-09-13,
sub_00900,cus_0222,Hill Group,starter,99,299,active,2020-09-03,
sub_00901,cus_0376,Willis-Dean,pro,299,99,active,2020-09-07,
sub_00902,cus_0349,Johnson Mitchell and Salazar,enterprise_plus,999,799,active,2020-09-11,
sub_00903,cus_0399,Chang PLC,pro,299,499,active,2020-09-10,
sub_00904,cus_0183,Hopkins-Lopez,growth,499,499,cancelled,2020-09-12,2020-09-12
sub_00905,cus_0462,Clark PLC,starter,99,,active,2020-10-01,
sub_00906,cus_0463,Morrison Smith and Lawson,starter,99,,active,2020-10-28,
sub_00907,cus_0464,Mckee Jones and Greene,pro,299,,active,2020-10-28,
sub_00908,cus_0465,Solomon Lam and Sanchez,enterprise_plus,999,,active,2020-10-26,
sub_00909,cus_0466,Wells-Mullins,enterprise,799,,active,2020-10-16,
sub_00910,cus_0467,Thomas LLC,starter,99,,active,2020-10-11,
sub_00911,cus_0468,Santana-Bradford,starter,99,,active,2020-10-10,
sub_00912,cus_0469,Wade Oliver and Baker,starter,99,,active,2020-10-09,
sub_00913,cus_0470,Carroll Clark and Austin,growth,499,,active,2020-10-12,
sub_00914,cus_0471,Rollins LLC,starter,99,,active,2020-10-06,
sub_00915,cus_0472,Miller Inc,growth,499,,active,2020-10-15,
sub_00916,cus_0473,Thompson-Morales,starter,99,,active,2020-10-16,
sub_00917,cus_0474,Rivera-Nichols,enterprise_plus,999,,active,2020-10-25,
sub_00918,cus_0475,Meyer Thomas and Smith,enterprise,799,,active,2020-10-21,
sub_00919,cus_0476,Moore-Fleming,enterprise_plus,999,,active,2020-10-31,
sub_00920,cus_0477,Nunez PLC,starter,99,,active,2020-10-19,
sub_00921,cus_0478,Jackson Rodriguez and Maddox,pro,299,,active,2020-10-12,
sub_00922,cus_0479,Stewart Chan and Gallegos,enterprise,799,,active,2020-10-13,
sub_00923,cus_0480,Tucker Gregory and Green,pro,299,,active,2020-10-20,
sub_00924,cus_0481,Mclaughlin-Russell,enterprise_plus,999,,active,2020-10-05,
sub_00925,cus_0482,Clarke-Owens,pro,299,,active,2020-10-17,
sub_00926,cus_0483,White Price and Norton,enterprise,799,,active,2020-10-31,
sub_00927,cus_0484,Hughes Vance and Foster,pro,299,,active,2020-10-03,
sub_00928,cus_0485,Wall Perry and Griffin,growth,499,,active,2020-10-17,
sub_00929,cus_0486,Cole Phillips and Richardson,pro,299,,active,2020-10-29,
sub_00930,cus_0487,Wells-Miller,enterprise,799,,active,2020-10-22,
sub_00931,cus_0488,Schultz King and Mclaughlin,starter,99,,active,2020-10-21,
sub_00932,cus_0489,Walker-Schmidt,starter,99,,active,2020-10-26,
sub_00933,cus_0490,Tucker Simpson and Moyer,starter,99,,active,2020-10-27,
sub_00934,cus_0491,Thomas Stein and Foster,growth,499,,active,2020-10-05,
sub_00935,cus_0492,Jones Ward and Gill,enterprise,799,,active,2020-10-10,
sub_00936,cus_0493,Aguirre Reed and Harris,pro,299,,active,2020-10-19,
sub_00937,cus_0494,Davis-Johnson,pro,299,,active,2020-10-03,
sub_00938,cus_0495,Cobb Inc,starter,99,,active,2020-10-28,
sub_00939,cus_0496,Santos Ltd,pro,299,,active,2020-10-03,
sub_00940,cus_0497,Johnson Fisher and Spencer,pro,299,,active,2020-10-15,
sub_00941,cus_0430,Moran LLC,enterprise,799,999,active,2020-10-11,
sub_00942,cus_0085,Simpson Hickman and Davis,growth,499,299,active,2020-10-10,
sub_00943,cus_0116,Kelley Myers and Chase,growth,499,299,active,2020-10-29,
sub_00944,cus_0189,Owens-Roberts,growth,499,299,active,2020-10-16,
sub_00945,cus_0415,Davis and Sons,growth,499,299,active,2020-10-21,
sub_00946,cus_0068,Martinez Watson and Stewart,enterprise,799,499,active,2020-10-16,
sub_00947,cus_0390,Smith-Brown,pro,299,499,active,2020-10-26,
sub_00948,cus_0406,Holloway-Davis,growth,499,299,active,2020-10-25,
sub_00949,cus_0304,Jones Santana and King,starter,99,299,active,2020-10-12,
sub_00950,cus_0363,Mcguire Best and Barnett,pro,299,499,active,2020-10-24,
sub_00951,cus_0013,Lewis Scott and Patel,pro,299,99,active,2020-10-31,
sub_00952,cus_0414,Herrera-Strong,pro,299,99,active,2020-10-25,
sub_00953,cus_0027,Dennis Group,growth,499,799,active,2020-10-01,
sub_00954,cus_0380,Burns-Joyce,pro,299,99,active,2020-10-05,
sub_00955,cus_0424,Hull Mckee and Stewart,enterprise,799,499,active,2020-10-22,
sub_00956,cus_0140,Hansen-Johnson,starter,99,299,active,2020-10-02,
sub_00957,cus_0446,Mooney-Brown,pro,299,99,active,2020-10-02,
sub_00958,cus_0190,Thomas LLC,starter,99,99,cancelled,2020-10-06,2020-10-06
sub_00959,cus_0325,Abbott-Davis,starter,99,99,cancelled,2020-10-16,2020-10-16
sub_00960,cus_0123,Duran Inc,growth,499,299,active,2020-10-09,
sub_00961,cus_0383,Turner-Adkins,growth,499,499,cancelled,2020-10-12,2020-10-12
sub_00962,cus_0362,Francis Fox and Sanchez,pro,299,99,active,2020-10-10,
sub_00963,cus_0488,Schultz King and Mclaughlin,pro,299,99,active,2020-10-19,
sub_00964,cus_0338,Brown-Reed,growth,499,299,active,2020-10-17,
sub_00965,cus_0351,Manning PLC,starter,99,299,active,2020-10-01,
sub_00966,cus_0332,Sandoval and Sons,enterprise,799,999,active,2020-10-02,
sub_00967,cus_0342,Phelps Hall and Jones,enterprise,799,799,cancelled,2020-10-12,2020-10-12
sub_00968,cus_0326,Hernandez and Sons,starter,99,99,cancelled,2020-10-09,2020-10-09
sub_00969,cus_0247,Mcclure-Kelly,growth,499,299,active,2020-10-30,
sub_00970,cus_0469,Wade Oliver and Baker,pro,299,99,active,2020-10-19,
sub_00971,cus_0397,Vaughn-Freeman,growth,499,299,active,2020-10-17,
sub_00972,cus_0418,Freeman Smith and Brown,pro,299,299,cancelled,2020-10-26,2020-10-26
sub_00973,cus_0234,Brown Ltd,growth,499,299,active,2020-10-09,
sub_00974,cus_0316,Mcclure-Williams,pro,299,99,active,2020-10-24,
sub_00975,cus_0269,Serrano Group,growth,499,299,active,2020-10-05,
sub_00976,cus_0052,Nielsen-Schroeder,pro,299,499,active,2020-10-07,
sub_00977,cus_0167,Rice Rodriguez and Lewis,enterprise,799,499,active,2020-10-17,
sub_00978,cus_0086,Valencia-Waller,enterprise,799,499,active,2020-10-04,
sub_00979,cus_0464,Mckee Jones and Greene,growth,499,299,active,2020-10-05,
sub_00980,cus_0024,Gomez-Campbell,enterprise_plus,999,799,active,2020-10-15,
sub_00981,cus_0283,Mueller-Thompson,pro,299,99,active,2020-10-21,
sub_00982,cus_0129,Smith Wright and Grant,growth,499,299,active,2020-10-30,
sub_00983,cus_0042,Ford LLC,pro,299,299,cancelled,2020-10-06,2020-10-06
sub_00984,cus_0493,Aguirre Reed and Harris,growth,499,299,active,2020-10-21,
sub_00985,cus_0498,Flores-Maldonado,enterprise,799,,active,2020-11-14,
sub_00986,cus_0499,Smith and Sons,enterprise,799,,active,2020-11-26,
sub_00987,cus_0500,Garcia-Alvarez,enterprise,799,,active,2020-11-03,
sub_00988,cus_0501,Henry Hobbs and Roy,growth,499,,active,2020-11-21,
sub_00989,cus_0502,Willis-King,enterprise_plus,999,,active,2020-11-04,
sub_00990,cus_0503,Sullivan PLC,starter,99,,active,2020-11-26,
sub_00991,cus_0504,Taylor-Reynolds,starter,99,,active,2020-11-01,
sub_00992,cus_0505,Castro Inc,pro,299,,active,2020-11-14,
sub_00993,cus_0506,Jones-Lopez,growth,499,,active,2020-11-28,
sub_00994,cus_0507,Jones Payne and Landry,starter,99,,active,2020-11-06,
sub_00995,cus_0508,Ochoa-Hodges,growth,499,,active,2020-11-30,
sub_00996,cus_0509,Herrera-Lee,enterprise,799,,active,2020-11-17,
sub_00997,cus_0510,Hoffman Group,pro,299,,active,2020-11-27,
sub_00998,cus_0511,Lopez Ltd,starter,99,,active,2020-11-27,
sub_00999,cus_0512,Nelson PLC,pro,299,,active,2020-11-12,
sub_01000,cus_0513,Gentry Roberts and Morrow,pro,299,,active,2020-11-29,
sub_01001,cus_0514,Sanchez Ltd,growth,499,,active,2020-11-05,
sub_01002,cus_0515,Williams-Stevens,enterprise,799,,active,2020-11-15,
sub_01003,cus_0516,Waters Group,pro,299,,active,2020-11-13,
sub_01004,cus_0517,Cline Inc,enterprise,799,,active,2020-11-19,
sub_01005,cus_0518,Miller Silva and Miller,starter,99,,active,2020-11-26,
sub_01006,cus_0494,Davis-Johnson,growth,499,299,active,2020-11-28,
sub_01007,cus_0511,Lopez Ltd,pro,299,99,active,2020-11-14,
sub_01008,cus_0420,Reid PLC,growth,499,299,active,2020-11-06,
sub_01009,cus_0480,Tucker Gregory and Green,starter,99,299,active,2020-11-29,
sub_01010,cus_0478,Jackson Rodriguez and Maddox,starter,99,299,active,2020-11-24,
sub_01011,cus_0107,Gonzalez Inc,enterprise_plus,999,799,active,2020-11-24,
sub_01012,cus_0045,Brandt Group,starter,99,99,cancelled,2020-11-19,2020-11-19
sub_01013,cus_0142,Harding Klein and Davenport,growth,499,299,active,2020-11-10,
sub_01014,cus_0217,Knox-Booker,enterprise_plus,999,799,active,2020-11-24,
sub_01015,cus_0372,Scott-Kelly,starter,99,299,active,2020-11-08,
sub_01016,cus_0069,Stewart PLC,enterprise,799,499,active,2020-11-29,
sub_01017,cus_0245,Solis and Sons,growth,499,299,active,2020-11-29,
sub_01018,cus_0374,Allen Group,pro,299,299,cancelled,2020-11-27,2020-11-27
sub_01019,cus_0456,Li-Gonzales,pro,299,99,active,2020-11-29,
sub_01020,cus_0376,Willis-Dean,growth,499,299,active,2020-11-21,
sub_01021,cus_0477,Nunez PLC,pro,299,99,active,2020-11-17,
sub_01022,cus_0213,Pearson-Flowers,starter,99,99,cancelled,2020-11-03,2020-11-03
sub_01023,cus_0332,Sandoval and Sons,enterprise_plus,999,799,active,2020-11-23,
sub_01024,cus_0462,Clark PLC,pro,299,99,active,2020-11-29,
sub_01025,cus_0330,Solis LLC,enterprise,799,499,active,2020-11-09,
sub_01026,cus_0017,Bush-Miller,growth,499,299,active,2020-11-24,
sub_01027,cus_0269,Serrano Group,enterprise,799,499,active,2020-11-13,
sub_01028,cus_0400,Taylor-Mcknight,pro,299,99,active,2020-11-23,
sub_01029,cus_0136,Rose Anderson and Melendez,growth,499,299,active,2020-11-02,
sub_01030,cus_0268,Turner Inc,enterprise_plus,999,799,active,2020-11-01,
sub_01031,cus_0281,Miller Group,enterprise_plus,999,799,active,2020-11-10,
sub_01032,cus_0116,Kelley Myers and Chase,pro,299,499,active,2020-11-03,
sub_01033,cus_0352,Nash-Greer,pro,299,99,active,2020-11-24,
sub_01034,cus_0170,Tate-Lewis,growth,499,299,active,2020-11-09,
sub_01035,cus_0021,Banks Carr and Williams,growth,499,299,active,2020-11-21,
sub_01036,cus_0172,Figueroa-Barber,enterprise,799,999,active,2020-11-25,
sub_01037,cus_0196,Fowler-King,pro,299,99,active,2020-11-06,
sub_01038,cus_0218,Barnes-Johnson,growth,499,299,active,2020-11-16,
sub_01039,cus_0444,Rios Group,growth,499,499,cancelled,2020-11-23,2020-11-23
sub_01040,cus_0378,Calderon-Bernard,pro,299,99,active,2020-11-05,
sub_01041,cus_0361,Chavez Porter and Brandt,enterprise_plus,999,799,active,2020-11-14,
sub_01042,cus_0033,Thomas Lucas and Fletcher,enterprise,799,999,active,2020-11-23,
sub_01043,cus_0260,Hayes-Williams,enterprise,799,499,active,2020-11-15,
sub_01044,cus_0382,Brown Kelley and Decker,growth,499,799,active,2020-11-21,
sub_01045,cus_0471,Rollins LLC,pro,299,99,active,2020-11-26,
sub_01046,cus_0327,Serrano LLC,enterprise,799,799,cancelled,2020-11-08,2020-11-08
sub_01047,cus_0208,Pitts-Perez,enterprise,799,499,active,2020-11-17,
sub_01048,cus_0191,Johnson Pena and Allen,pro,299,99,active,2020-11-20,
sub_01049,cus_0153,Brown Schmidt and Martin,enterprise_plus,999,799,active,2020-11-12,
sub_01050,cus_0002,Collins Petersen and Taylor,pro,299,,reactivation,2020-11-02,
sub_01051,cus_0450,Wang-Humphrey,pro,299,,reactivation,2020-11-14,
sub_01052,cus_0519,Haas Weber and Fleming,pro,299,,active,2020-12-06,
sub_01053,cus_0520,Brown-Carter,growth,499,,active,2020-12-27,
sub_01054,cus_0521,Jordan Ltd,enterprise,799,,active,2020-12-01,
sub_01055,cus_0522,Williams Benson and Johnson,pro,299,,active,2020-12-18,
sub_01056,cus_0523,Brown and Sons,pro,299,,active,2020-12-11,
sub_01057,cus_0524,Cook Martin and Turner,pro,299,,active,2020-12-27,
sub_01058,cus_0525,Frye-Ruiz,growth,499,,active,2020-12-19,
sub_01059,cus_0526,Hunt Ltd,enterprise_plus,999,,active,2020-12-03,
sub_01060,cus_0527,Wu Smith and Gomez,starter,99,,active,2020-12-03,
sub_01061,cus_0528,Weaver-Hudson,starter,99,,active,2020-12-03,
sub_01062,cus_0529,Perry-Carey,starter,99,,active,2020-12-19,
sub_01063,cus_0530,Cline-Atkins,growth,499,,active,2020-12-01,
sub_01064,cus_0531,Kirk Mccormick and Ford,enterprise,799,,active,2020-12-26,
sub_01065,cus_0532,Greene-Watkins,starter,99,,active,2020-12-21,
sub_01066,cus_0533,Boyd-Lee,pro,299,,active,2020-12-03,
sub_01067,cus_0534,Lozano-Marsh,enterprise,799,,active,2020-12-31,
sub_01068,cus_0535,Lewis Ltd,starter,99,,active,2020-12-27,
sub_01069,cus_0536,Ross-Garcia,growth,499,,active,2020-12-31,
sub_01070,cus_0537,Castaneda and Sons,enterprise_plus,999,,active,2020-12-07,
sub_01071,cus_0538,Hebert-Waters,enterprise,799,,active,2020-12-24,
sub_01072,cus_0539,Newman and Sons,starter,99,,active,2020-12-02,
sub_01073,cus_0310,Williams-Rodriguez,enterprise_plus,999,999,cancelled,2020-12-27,2020-12-27
sub_01074,cus_0052,Nielsen-Schroeder,growth,499,299,active,2020-12-12,
sub_01075,cus_0470,Carroll Clark and Austin,enterprise,799,499,active,2020-12-20,
sub_01076,cus_0191,Johnson Pena and Allen,starter,99,299,active,2020-12-20,
sub_01077,cus_0343,Moore-Perez,growth,499,299,active,2020-12-26,
sub_01078,cus_0182,Lara-Johnson,pro,299,99,active,2020-12-06,
sub_01079,cus_0360,Cortez-Barnes,enterprise,799,499,active,2020-12-29,
sub_01080,cus_0460,Giles Martin and Wells,pro,299,99,active,2020-12-07,
sub_01081,cus_0395,Clark Inc,enterprise_plus,999,799,active,2020-12-12,
sub_01082,cus_0105,Hooper-Parker,enterprise,799,999,active,2020-12-31,
sub_01083,cus_0002,Collins Petersen and Taylor,growth,499,299,active,2020-12-08,
sub_01084,cus_0521,Jordan Ltd,growth,499,799,active,2020-12-18,
sub_01085,cus_0025,Anderson LLC,growth,499,299,active,2020-12-29,
sub_01086,cus_0095,Gardner PLC,pro,299,299,cancelled,2020-12-25,2020-12-25
sub_01087,cus_0301,Perry and Sons,enterprise,799,999,active,2020-12-29,
sub_01088,cus_0366,Harris-Smith,enterprise,799,499,active,2020-12-14,
sub_01089,cus_0185,Reyes-Taylor,growth,499,499,cancelled,2020-12-31,2020-12-31
sub_01090,cus_0240,Lynch-Hamilton,growth,499,299,active,2020-12-23,
sub_01091,cus_0479,Stewart Chan and Gallegos,enterprise_plus,999,799,active,2020-12-14,
sub_01092,cus_0357,Porter-Mosley,pro,299,499,active,2020-12-08,
sub_01093,cus_0144,Patterson PLC,growth,499,799,active,2020-12-02,
sub_01094,cus_0345,Melendez Rivera and Martinez,pro,299,99,active,2020-12-08,
sub_01095,cus_0228,Beck-Thompson,pro,299,99,active,2020-12-17,
sub_01096,cus_0018,Gilmore-Finley,growth,499,299,active,2020-12-03,
sub_01097,cus_0512,Nelson PLC,growth,499,299,active,2020-12-30,
sub_01098,cus_0468,Santana-Bradford,pro,299,99,active,2020-12-22,
sub_01099,cus_0177,Suarez-Lee,pro,299,99,active,2020-12-21,
sub_01100,cus_0097,Vazquez Nunez and Walters,growth,499,499,cancelled,2020-12-11,2020-12-11
sub_01101,cus_0218,Barnes-Johnson,enterprise,799,499,active,2020-12-20,
sub_01102,cus_0062,Moreno Hernandez and Parker,growth,499,299,active,2020-12-05,
sub_01103,cus_0131,Nguyen LLC,pro,299,,reactivation,2020-12-13,
sub_01104,cus_0048,Page Solomon and Gibson,pro,299,,reactivation,2020-12-24,
sub_01105,cus_0540,Howard Watson and Rose,pro,299,,active,2021-01-10,
sub_01106,cus_0541,Anderson Park and Thompson,pro,299,,active,2021-01-12,
sub_01107,cus_0542,Fernandez Roberts and Davidson,enterprise_plus,999,,active,2021-01-09,
sub_01108,cus_0543,Williamson Garcia and Craig,growth,499,,active,2021-01-01,
sub_01109,cus_0544,Johnson and Sons,enterprise,799,,active,2021-01-11,
sub_01110,cus_0545,Ellison-Yang,starter,99,,active,2021-01-16,
sub_01111,cus_0546,Ford Inc,starter,99,,active,2021-01-28,
sub_01112,cus_0547,Jones-Jones,starter,99,,active,2021-01-14,
sub_01113,cus_0548,Maldonado LLC,starter,99,,active,2021-01-13,
sub_01114,cus_0549,Bean Ltd,enterprise,799,,active,2021-01-24,
sub_01115,cus_0550,Rosales-Frazier,growth,499,,active,2021-01-06,
sub_01116,cus_0551,Coffey-Robles,starter,99,,active,2021-01-12,
sub_01117,cus_0552,Bryan-Lee,enterprise,799,,active,2021-01-03,
sub_01118,cus_0553,Pierce-Bates,pro,299,,active,2021-01-03,
sub_01119,cus_0554,Williams Cook and Goodwin,starter,99,,active,2021-01-16,
sub_01120,cus_0555,Byrd Mills and Jones,pro,299,,active,2021-01-14,
sub_01121,cus_0556,Beck-Sanchez,enterprise,799,,active,2021-01-18,
sub_01122,cus_0557,Burns-Galloway,pro,299,,active,2021-01-28,
sub_01123,cus_0558,Frazier-Ayala,growth,499,,active,2021-01-21,
sub_01124,cus_0559,Ray Williams and Alexander,starter,99,,active,2021-01-16,
sub_01125,cus_0225,Blackburn PLC,growth,499,299,active,2021-01-20,
sub_01126,cus_0527,Wu Smith and Gomez,pro,299,99,active,2021-01-06,
sub_01127,cus_0061,Dickerson-Williams,growth,499,299,active,2021-01-15,
sub_01128,cus_0200,Murphy PLC,growth,499,799,active,2021-01-12,
sub_01129,cus_0321,Russell-Alvarez,enterprise,799,499,active,2021-01-20,
sub_01130,cus_0160,Smith and Sons,growth,499,499,cancelled,2021-01-20,2021-01-20
sub_01131,cus_0144,Patterson PLC,enterprise,799,499,active,2021-01-25,
sub_01132,cus_0362,Francis Fox and Sanchez,starter,99,299,active,2021-01-03,
sub_01133,cus_0419,Jackson-Rodgers,pro,299,499,active,2021-01-31,
sub_01134,cus_0485,Wall Perry and Griffin,pro,299,499,active,2021-01-09,
sub_01135,cus_0528,Weaver-Hudson,pro,299,99,active,2021-01-20,
sub_01136,cus_0338,Brown-Reed,enterprise,799,499,active,2021-01-18,
sub_01137,cus_0180,Garcia Salazar and Roy,enterprise,799,499,active,2021-01-12,
sub_01138,cus_0450,Wang-Humphrey,pro,299,299,cancelled,2021-01-17,2021-01-17
sub_01139,cus_0064,Hodge Davis and Hernandez,enterprise,799,499,active,2021-01-11,
sub_01140,cus_0150,Garcia and Sons,pro,299,99,active,2021-01-29,
sub_01141,cus_0464,Mckee Jones and Greene,pro,299,499,active,2021-01-22,
sub_01142,cus_0241,Oconnell Andrade and Black,enterprise,799,499,active,2021-01-02,
sub_01143,cus_0387,Knight Inc,pro,299,99,active,2021-01-07,
sub_01144,cus_0505,Castro Inc,growth,499,299,active,2021-01-17,
sub_01145,cus_0286,Ortega Coleman and Stevens,enterprise,799,499,active,2021-01-27,
sub_01146,cus_0399,Chang PLC,growth,499,299,active,2021-01-27,
sub_01147,cus_0012,Jackson Gonzalez and Sanchez,enterprise,799,499,active,2021-01-07,
sub_01148,cus_0535,Lewis Ltd,starter,99,99,cancelled,2021-01-30,2021-01-30
sub_01149,cus_0558,Frazier-Ayala,growth,499,499,cancelled,2021-01-27,2021-01-27
sub_01150,cus_0071,Reed and Sons,pro,299,99,active,2021-01-08,
sub_01151,cus_0454,Lee Hunt and Jenkins,growth,499,299,active,2021-01-13,
sub_01152,cus_0182,Lara-Johnson,growth,499,299,active,2021-01-30,
sub_01153,cus_0400,Taylor-Mcknight,growth,499,299,active,2021-01-01,
sub_01154,cus_0077,Gillespie-Moran,enterprise,799,499,active,2021-01-06,
sub_01155,cus_0381,Brown Pearson and Buchanan,growth,499,299,active,2021-01-15,
sub_01156,cus_0001,Wells Oneal and Ward,starter,99,299,active,2021-01-08,
sub_01157,cus_0083,Taylor Inc,enterprise_plus,999,799,active,2021-01-18,
sub_01158,cus_0198,Gonzalez-Martin,growth,499,299,active,2021-01-21,
sub_01159,cus_0224,Villanueva Henderson and Duke,growth,499,299,active,2021-01-14,
sub_01160,cus_0015,Foster and Sons,enterprise_plus,999,799,active,2021-01-07,
sub_01161,cus_0211,Castaneda Barnett and Parks,enterprise_plus,999,799,active,2021-01-07,
sub_01162,cus_0275,Martinez Inc,pro,299,499,active,2021-01-01,
sub_01163,cus_0508,Ochoa-Hodges,pro,299,499,active,2021-01-30,
sub_01164,cus_0497,Johnson Fisher and Spencer,growth,499,299,active,2021-01-18,
sub_01165,cus_0397,Vaughn-Freeman,pro,299,499,active,2021-01-02,
sub_01166,cus_0453,Smith-Brady,enterprise,799,999,active,2021-01-23,
sub_01167,cus_0549,Bean Ltd,enterprise_plus,999,799,active,2021-01-16,
sub_01168,cus_0435,Mcgee Nichols and Williams,growth,499,799,active,2021-01-05,
sub_01169,cus_0345,Melendez Rivera and Martinez,growth,499,299,active,2021-01-11,
sub_01170,cus_0489,Walker-Schmidt,pro,299,99,active,2021-01-08,
sub_01171,cus_0392,Garcia Price and Santiago,enterprise_plus,999,799,active,2021-01-28,
sub_01172,cus_0526,Hunt Ltd,enterprise,799,999,active,2021-01-13,
sub_01173,cus_0560,Williams Ltd,enterprise,799,,active,2021-02-15,
sub_01174,cus_0561,Knight Ltd,starter,99,,active,2021-02-01,
sub_01175,cus_0562,Mckinney Adams and Shannon,starter,99,,active,2021-02-07,
sub_01176,cus_0563,Spencer-Vega,pro,299,,active,2021-02-18,
sub_01177,cus_0564,Lara Group,growth,499,,active,2021-02-07,
sub_01178,cus_0565,Contreras-Solomon,growth,499,,active,2021-02-23,
sub_01179,cus_0566,Herrera Novak and Jones,enterprise,799,,active,2021-02-07,
sub_01180,cus_0567,Price Hebert and Crawford,starter,99,,active,2021-02-11,
sub_01181,cus_0568,Kramer and Sons,enterprise,799,,active,2021-02-08,
sub_01182,cus_0569,Cline-Washington,starter,99,,active,2021-02-21,
sub_01183,cus_0570,Brown-Hart,enterprise,799,,active,2021-02-10,
sub_01184,cus_0571,Bass PLC,growth,499,,active,2021-02-17,
sub_01185,cus_0572,Thomas-Rodriguez,growth,499,,active,2021-02-07,
sub_01186,cus_0573,Ford-Gutierrez,pro,299,,active,2021-02-27,
sub_01187,cus_0574,Bauer-Rosario,pro,299,,active,2021-02-08,
sub_01188,cus_0575,Hansen Collins and Underwood,growth,499,,active,2021-02-21,
sub_01189,cus_0576,Erickson Roy and King,enterprise,799,,active,2021-02-22,
sub_01190,cus_0577,Edwards Ltd,starter,99,,active,2021-02-25,
sub_01191,cus_0578,Brown Wallace and Morrison,starter,99,,active,2021-02-02,
sub_01192,cus_0579,Ward White and Andrews,starter,99,,active,2021-02-12,
sub_01193,cus_0580,Vaughan Group,enterprise_plus,999,,active,2021-02-02,
sub_01194,cus_0581,Rivera LLC,growth,499,,active,2021-02-27,
sub_01195,cus_0582,Richards Ltd,pro,299,,active,2021-02-22,
sub_01196,cus_0583,Baker Evans and Miller,enterprise,799,,active,2021-02-23,
sub_01197,cus_0584,Anderson-Phillips,pro,299,,active,2021-02-24,
sub_01198,cus_0585,Lane and Sons,growth,499,,active,2021-02-11,
sub_01199,cus_0586,Butler-Tran,growth,499,,active,2021-02-12,
sub_01200,cus_0587,Thompson-Payne,growth,499,,active,2021-02-20,
sub_01201,cus_0588,Dawson-Campbell,growth,499,,active,2021-02-03,
sub_01202,cus_0589,Johnson Inc,growth,499,,active,2021-02-24,
sub_01203,cus_0478,Jackson Rodriguez and Maddox,pro,299,99,active,2021-02-19,
sub_01204,cus_0404,Harrison George and Wilson,growth,499,299,active,2021-02-12,
sub_01205,cus_0304,Jones Santana and King,pro,299,99,active,2021-02-12,
sub_01206,cus_0470,Carroll Clark and Austin,enterprise_plus,999,799,active,2021-02-17,
sub_01207,cus_0148,Gilbert Lopez and Esparza,starter,99,299,active,2021-02-21,
sub_01208,cus_0532,Greene-Watkins,starter,99,99,cancelled,2021-02-10,2021-02-10
sub_01209,cus_0230,Case and Sons,growth,499,799,active,2021-02-09,
sub_01210,cus_0397,Vaughn-Freeman,starter,99,299,active,2021-02-12,
sub_01211,cus_0430,Moran LLC,enterprise_plus,999,799,active,2021-02-20,
sub_01212,cus_0523,Brown and Sons,growth,499,299,active,2021-02-16,
sub_01213,cus_0061,Dickerson-Williams,pro,299,499,active,2021-02-13,
sub_01214,cus_0261,Harris-Barnett,enterprise_plus,999,799,active,2021-02-10,
sub_01215,cus_0105,Hooper-Parker,enterprise_plus,999,799,active,2021-02-17,
sub_01216,cus_0082,Jones Cooke and Martin,enterprise_plus,999,799,active,2021-02-19,
sub_01217,cus_0468,Santana-Bradford,starter,99,299,active,2021-02-17,
sub_01218,cus_0390,Smith-Brown,pro,299,299,cancelled,2021-02-25,2021-02-25
sub_01219,cus_0455,Cunningham Patel and Martinez,pro,299,99,active,2021-02-06,
sub_01220,cus_0547,Jones-Jones,pro,299,99,active,2021-02-17,
sub_01221,cus_0299,Brewer Novak and Hall,growth,499,299,active,2021-02-14,
sub_01222,cus_0548,Maldonado LLC,pro,299,99,active,2021-02-26,
sub_01223,cus_0352,Nash-Greer,starter,99,299,active,2021-02-02,
sub_01224,cus_0252,Thomas Ltd,pro,299,299,cancelled,2021-02-02,2021-02-02
sub_01225,cus_0050,Shaw Nguyen and Griffith,enterprise,799,999,active,2021-02-17,
sub_01226,cus_0488,Schultz King and Mclaughlin,pro,299,299,cancelled,2021-02-26,2021-02-26
sub_01227,cus_0027,Dennis Group,enterprise,799,499,active,2021-02-17,
sub_01228,cus_0458,Alvarez Koch and Proctor,growth,499,299,active,2021-02-11,
sub_01229,cus_0081,Parsons Cooper and Aguirre,enterprise_plus,999,799,active,2021-02-22,
sub_01230,cus_0493,Aguirre Reed and Harris,enterprise,799,499,active,2021-02-20,
sub_01231,cus_0389,Curry Carter and Jacobs,enterprise_plus,999,799,active,2021-02-03,
sub_01232,cus_0435,Mcgee Nichols and Williams,enterprise,799,499,active,2021-02-09,
